source,target,relationship,weight
claim:CLM00123,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0003,claim:CLM00124,FILED,1.0
claim:CLM00124,policy:POL0038,COVERED_BY,1.0
claim:CLM00124,vehicle:VEH0037,ASSOCIATED_WITH,1.0
claim:CLM00124,provider:PRV025,INVOLVES,1.0
claim:CLM00124,invoice:INV00029,HAS,1.0
claim:CLM00124,location:delhi,OCCURRED_AT,1.0
claimant:CLT0091,claim:CLM00125,FILED,1.0
claim:CLM00125,policy:POL0102,COVERED_BY,1.0
claim:CLM00125,vehicle:VEH0026,ASSOCIATED_WITH,1.0
claim:CLM00125,provider:PRV011,INVOLVES,1.0
claim:CLM00125,invoice:INV00078,HAS,1.0
claim:CLM00125,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0084,claim:CLM00126,FILED,1.0
claim:CLM00126,policy:POL0082,COVERED_BY,1.0
claim:CLM00126,vehicle:VEH0045,ASSOCIATED_WITH,1.0
claim:CLM00126,provider:PRV023,INVOLVES,1.0
claim:CLM00126,invoice:INV00144,HAS,1.0
claim:CLM00126,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0086,claim:CLM00127,FILED,1.0
claim:CLM00127,policy:POL0045,COVERED_BY,1.0
claim:CLM00127,vehicle:VEH0097,ASSOCIATED_WITH,1.0
claim:CLM00127,provider:PRV010,INVOLVES,1.0
claim:CLM00127,invoice:INV00188,HAS,1.0
claim:CLM00127,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0109,claim:CLM00128,FILED,1.0
claim:CLM00128,policy:POL0009,COVERED_BY,1.0
claim:CLM00128,vehicle:VEH0047,ASSOCIATED_WITH,1.0
claim:CLM00128,provider:PRV020,INVOLVES,1.0
claim:CLM00128,invoice:INV00082,HAS,1.0
claim:CLM00128,location:surat,OCCURRED_AT,1.0
claimant:CLT0120,claim:CLM00129,FILED,1.0
claim:CLM00129,policy:POL0128,COVERED_BY,1.0
claim:CLM00129,vehicle:VEH0037,ASSOCIATED_WITH,1.0
claim:CLM00129,provider:PRV011,INVOLVES,1.0
claim:CLM00129,invoice:INV00191,HAS,1.0
claim:CLM00129,location:pune,OCCURRED_AT,1.0
claimant:CLT0082,claim:CLM00130,FILED,1.0
claim:CLM00130,policy:POL0023,COVERED_BY,1.0
claim:CLM00130,vehicle:VEH0086,ASSOCIATED_WITH,1.0
claim:CLM00130,provider:PRV015,INVOLVES,1.0
claim:CLM00130,invoice:INV00003,HAS,1.0
claim:CLM00130,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0033,claim:CLM00131,FILED,1.0
claim:CLM00131,policy:POL0028,COVERED_BY,1.0
claim:CLM00131,vehicle:VEH0001,ASSOCIATED_WITH,1.0
claim:CLM00131,provider:PRV002,INVOLVES,1.0
claim:CLM00131,invoice:INV00099,HAS,1.0
claim:CLM00131,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0064,claim:CLM00132,FILED,1.0
claim:CLM00132,policy:POL0097,COVERED_BY,1.0
claim:CLM00132,vehicle:VEH0090,ASSOCIATED_WITH,1.0
claim:CLM00132,provider:PRV018,INVOLVES,1.0
claim:CLM00132,invoice:INV00097,HAS,1.0
claim:CLM00132,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0021,claim:CLM00133,FILED,1.0
claim:CLM00133,policy:POL0116,COVERED_BY,1.0
claim:CLM00133,vehicle:VEH0019,ASSOCIATED_WITH,1.0
claim:CLM00133,provider:PRV002,INVOLVES,1.0
claim:CLM00133,invoice:INV00076,HAS,1.0
claim:CLM00133,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0044,claim:CLM00134,FILED,1.0
claim:CLM00134,policy:POL0044,COVERED_BY,1.0
claim:CLM00134,vehicle:VEH0097,ASSOCIATED_WITH,1.0
claim:CLM00134,provider:PRV006,INVOLVES,1.0
claim:CLM00134,invoice:INV00188,HAS,1.0
claim:CLM00134,location:pune,OCCURRED_AT,1.0
claimant:CLT0077,claim:CLM00135,FILED,1.0
claim:CLM00135,policy:POL0124,COVERED_BY,1.0
claim:CLM00135,vehicle:VEH0008,ASSOCIATED_WITH,1.0
claim:CLM00135,provider:PRV014,INVOLVES,1.0
claim:CLM00135,invoice:INV00168,HAS,1.0
claim:CLM00135,location:pune,OCCURRED_AT,1.0
claimant:CLT0013,claim:CLM00136,FILED,1.0
claim:CLM00136,policy:POL0085,COVERED_BY,1.0
claim:CLM00136,vehicle:VEH0053,ASSOCIATED_WITH,1.0
claim:CLM00136,provider:PRV007,INVOLVES,1.0
claim:CLM00136,invoice:INV00105,HAS,1.0
claim:CLM00136,location:delhi,OCCURRED_AT,1.0
claimant:CLT0085,claim:CLM00137,FILED,1.0
claim:CLM00137,policy:POL0073,COVERED_BY,1.0
claim:CLM00137,vehicle:VEH0077,ASSOCIATED_WITH,1.0
claim:CLM00137,provider:PRV008,INVOLVES,1.0
claim:CLM00137,invoice:INV00025,HAS,1.0
claim:CLM00137,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0007,claim:CLM00138,FILED,1.0
claim:CLM00138,policy:POL0093,COVERED_BY,1.0
claim:CLM00138,vehicle:VEH0001,ASSOCIATED_WITH,1.0
claim:CLM00138,provider:PRV014,INVOLVES,1.0
claim:CLM00138,invoice:INV00023,HAS,1.0
claim:CLM00138,location:delhi,OCCURRED_AT,1.0
claimant:CLT0026,claim:CLM00139,FILED,1.0
claim:CLM00139,policy:POL0025,COVERED_BY,1.0
claim:CLM00139,vehicle:VEH0007,ASSOCIATED_WITH,1.0
claim:CLM00139,provider:PRV007,INVOLVES,1.0
claim:CLM00139,invoice:INV00044,HAS,1.0
claim:CLM00139,location:delhi,OCCURRED_AT,1.0
claimant:CLT0040,claim:CLM00140,FILED,1.0
claim:CLM00140,policy:POL0102,COVERED_BY,1.0
claim:CLM00140,vehicle:VEH0121,ASSOCIATED_WITH,1.0
claim:CLM00140,provider:PRV016,INVOLVES,1.0
claim:CLM00140,invoice:INV00170,HAS,1.0
claim:CLM00140,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0048,claim:CLM00141,FILED,1.0
claim:CLM00141,policy:POL0098,COVERED_BY,1.0
claim:CLM00141,vehicle:VEH0095,ASSOCIATED_WITH,1.0
claim:CLM00141,provider:PRV006,INVOLVES,1.0
claim:CLM00141,invoice:INV00115,HAS,1.0
claim:CLM00141,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0108,claim:CLM00142,FILED,1.0
claim:CLM00142,policy:POL0069,COVERED_BY,1.0
claim:CLM00142,vehicle:VEH0016,ASSOCIATED_WITH,1.0
claim:CLM00142,provider:PRV005,INVOLVES,1.0
claim:CLM00142,invoice:INV00193,HAS,1.0
claim:CLM00142,location:surat,OCCURRED_AT,1.0
claimant:CLT0097,claim:CLM00143,FILED,1.0
claim:CLM00143,policy:POL0059,COVERED_BY,1.0
claim:CLM00143,vehicle:VEH0016,ASSOCIATED_WITH,1.0
claim:CLM00143,provider:PRV013,INVOLVES,1.0
claim:CLM00143,invoice:INV00210,HAS,1.0
claim:CLM00143,location:pune,OCCURRED_AT,1.0
claimant:CLT0061,claim:CLM00144,FILED,1.0
claim:CLM00144,policy:POL0077,COVERED_BY,1.0
claim:CLM00144,vehicle:VEH0021,ASSOCIATED_WITH,1.0
claim:CLM00144,provider:PRV013,INVOLVES,1.0
claim:CLM00144,invoice:INV00219,HAS,1.0
claim:CLM00144,location:pune,OCCURRED_AT,1.0
claimant:CLT0016,claim:CLM00145,FILED,1.0
claim:CLM00145,policy:POL0115,COVERED_BY,1.0
claim:CLM00145,vehicle:VEH0045,ASSOCIATED_WITH,1.0
claim:CLM00145,provider:PRV006,INVOLVES,1.0
claim:CLM00145,invoice:INV00055,HAS,1.0
claim:CLM00145,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0106,claim:CLM00146,FILED,1.0
claim:CLM00146,policy:POL0038,COVERED_BY,1.0
claim:CLM00146,vehicle:VEH0067,ASSOCIATED_WITH,1.0
claim:CLM00146,provider:PRV011,INVOLVES,1.0
claim:CLM00146,invoice:INV00187,HAS,1.0
claim:CLM00146,location:delhi,OCCURRED_AT,1.0
claimant:CLT0110,claim:CLM00147,FILED,1.0
claim:CLM00147,policy:POL0071,COVERED_BY,1.0
claim:CLM00147,vehicle:VEH0118,ASSOCIATED_WITH,1.0
claim:CLM00147,provider:PRV001,INVOLVES,1.0
claim:CLM00147,invoice:INV00202,HAS,1.0
claim:CLM00147,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0054,claim:CLM00148,FILED,1.0
claim:CLM00148,policy:POL0039,COVERED_BY,1.0
claim:CLM00148,vehicle:VEH0038,ASSOCIATED_WITH,1.0
claim:CLM00148,provider:PRV019,INVOLVES,1.0
claim:CLM00148,invoice:INV00151,HAS,1.0
claim:CLM00148,location:surat,OCCURRED_AT,1.0
claimant:CLT0073,claim:CLM00149,FILED,1.0
claim:CLM00149,policy:POL0026,COVERED_BY,1.0
claim:CLM00149,vehicle:VEH0074,ASSOCIATED_WITH,1.0
claim:CLM00149,provider:PRV018,INVOLVES,1.0
claim:CLM00149,invoice:INV00089,HAS,1.0
claim:CLM00149,location:pune,OCCURRED_AT,1.0
claimant:CLT0005,claim:CLM00150,FILED,1.0
claim:CLM00150,policy:POL0045,COVERED_BY,1.0
claim:CLM00150,vehicle:VEH0071,ASSOCIATED_WITH,1.0
claim:CLM00150,provider:PRV013,INVOLVES,1.0
claim:CLM00150,invoice:INV00037,HAS,1.0
claim:CLM00150,location:delhi,OCCURRED_AT,1.0
claimant:CLT0051,claim:CLM00151,FILED,1.0
claim:CLM00151,policy:POL0085,COVERED_BY,1.0
claim:CLM00151,vehicle:VEH0061,ASSOCIATED_WITH,1.0
claim:CLM00151,provider:PRV002,INVOLVES,1.0
claim:CLM00151,invoice:INV00191,HAS,1.0
claim:CLM00151,location:delhi,OCCURRED_AT,1.0
claimant:CLT0044,claim:CLM00152,FILED,1.0
claim:CLM00152,policy:POL0078,COVERED_BY,1.0
claim:CLM00152,vehicle:VEH0080,ASSOCIATED_WITH,1.0
claim:CLM00152,provider:PRV009,INVOLVES,1.0
claim:CLM00152,invoice:INV00216,HAS,1.0
claim:CLM00152,location:pune,OCCURRED_AT,1.0
claimant:CLT0018,claim:CLM00153,FILED,1.0
claim:CLM00153,policy:POL0077,COVERED_BY,1.0
claim:CLM00153,vehicle:VEH0114,ASSOCIATED_WITH,1.0
claim:CLM00153,provider:PRV025,INVOLVES,1.0
claim:CLM00153,invoice:INV00212,HAS,1.0
claim:CLM00153,location:pune,OCCURRED_AT,1.0
claimant:CLT0025,claim:CLM00154,FILED,1.0
claim:CLM00154,policy:POL0114,COVERED_BY,1.0
claim:CLM00154,vehicle:VEH0055,ASSOCIATED_WITH,1.0
claim:CLM00154,provider:PRV014,INVOLVES,1.0
claim:CLM00154,invoice:INV00190,HAS,1.0
claim:CLM00154,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0066,claim:CLM00155,FILED,1.0
claim:CLM00155,policy:POL0041,COVERED_BY,1.0
claim:CLM00155,vehicle:VEH0017,ASSOCIATED_WITH,1.0
claim:CLM00155,provider:PRV010,INVOLVES,1.0
claim:CLM00155,invoice:INV00182,HAS,1.0
claim:CLM00155,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0023,claim:CLM00156,FILED,1.0
claim:CLM00156,policy:POL0050,COVERED_BY,1.0
claim:CLM00156,vehicle:VEH0052,ASSOCIATED_WITH,1.0
claim:CLM00156,provider:PRV002,INVOLVES,1.0
claim:CLM00156,invoice:INV00064,HAS,1.0
claim:CLM00156,location:pune,OCCURRED_AT,1.0
claimant:CLT0106,claim:CLM00157,FILED,1.0
claim:CLM00157,policy:POL0119,COVERED_BY,1.0
claim:CLM00157,vehicle:VEH0130,ASSOCIATED_WITH,1.0
claim:CLM00157,provider:PRV013,INVOLVES,1.0
claim:CLM00157,invoice:INV00163,HAS,1.0
claim:CLM00157,location:delhi,OCCURRED_AT,1.0
claimant:CLT0063,claim:CLM00158,FILED,1.0
claim:CLM00158,policy:POL0115,COVERED_BY,1.0
claim:CLM00158,vehicle:VEH0046,ASSOCIATED_WITH,1.0
claim:CLM00158,provider:PRV016,INVOLVES,1.0
claim:CLM00158,invoice:INV00151,HAS,1.0
claim:CLM00158,location:pune,OCCURRED_AT,1.0
claimant:CLT0037,claim:CLM00159,FILED,1.0
claim:CLM00159,policy:POL0008,COVERED_BY,1.0
claim:CLM00159,vehicle:VEH0099,ASSOCIATED_WITH,1.0
claim:CLM00159,provider:PRV002,INVOLVES,1.0
claim:CLM00159,invoice:INV00042,HAS,1.0
claim:CLM00159,location:pune,OCCURRED_AT,1.0
claimant:CLT0083,claim:CLM00160,FILED,1.0
claim:CLM00160,policy:POL0058,COVERED_BY,1.0
claim:CLM00160,vehicle:VEH0053,ASSOCIATED_WITH,1.0
claim:CLM00160,provider:PRV009,INVOLVES,1.0
claim:CLM00160,invoice:INV00167,HAS,1.0
claim:CLM00160,location:delhi,OCCURRED_AT,1.0
claimant:CLT0117,claim:CLM00161,FILED,1.0
claim:CLM00161,policy:POL0034,COVERED_BY,1.0
claim:CLM00161,vehicle:VEH0045,ASSOCIATED_WITH,1.0
claim:CLM00161,provider:PRV020,INVOLVES,1.0
claim:CLM00161,invoice:INV00206,HAS,1.0
claim:CLM00161,location:surat,OCCURRED_AT,1.0
claimant:CLT0055,claim:CLM00162,FILED,1.0
claim:CLM00162,policy:POL0097,COVERED_BY,1.0
claim:CLM00162,vehicle:VEH0090,ASSOCIATED_WITH,1.0
claim:CLM00162,provider:PRV015,INVOLVES,1.0
claim:CLM00162,invoice:INV00065,HAS,1.0
claim:CLM00162,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0075,claim:CLM00163,FILED,1.0
claim:CLM00163,policy:POL0027,COVERED_BY,1.0
claim:CLM00163,vehicle:VEH0002,ASSOCIATED_WITH,1.0
claim:CLM00163,provider:PRV017,INVOLVES,1.0
claim:CLM00163,invoice:INV00170,HAS,1.0
claim:CLM00163,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0039,claim:CLM00164,FILED,1.0
claim:CLM00164,policy:POL0028,COVERED_BY,1.0
claim:CLM00164,vehicle:VEH0124,ASSOCIATED_WITH,1.0
claim:CLM00164,provider:PRV003,INVOLVES,1.0
claim:CLM00164,invoice:INV00087,HAS,1.0
claim:CLM00164,location:pune,OCCURRED_AT,1.0
claimant:CLT0084,claim:CLM00165,FILED,1.0
claim:CLM00165,policy:POL0077,COVERED_BY,1.0
claim:CLM00165,vehicle:VEH0049,ASSOCIATED_WITH,1.0
claim:CLM00165,provider:PRV005,INVOLVES,1.0
claim:CLM00165,invoice:INV00133,HAS,1.0
claim:CLM00165,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0085,claim:CLM00166,FILED,1.0
claim:CLM00166,policy:POL0082,COVERED_BY,1.0
claim:CLM00166,vehicle:VEH0036,ASSOCIATED_WITH,1.0
claim:CLM00166,provider:PRV024,INVOLVES,1.0
claim:CLM00166,invoice:INV00007,HAS,1.0
claim:CLM00166,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0052,claim:CLM00167,FILED,1.0
claim:CLM00167,policy:POL0100,COVERED_BY,1.0
claim:CLM00167,vehicle:VEH0010,ASSOCIATED_WITH,1.0
claim:CLM00167,provider:PRV019,INVOLVES,1.0
claim:CLM00167,invoice:INV00182,HAS,1.0
claim:CLM00167,location:surat,OCCURRED_AT,1.0
claimant:CLT0117,claim:CLM00168,FILED,1.0
claim:CLM00168,policy:POL0092,COVERED_BY,1.0
claim:CLM00168,vehicle:VEH0130,ASSOCIATED_WITH,1.0
claim:CLM00168,provider:PRV010,INVOLVES,1.0
claim:CLM00168,invoice:INV00217,HAS,1.0
claim:CLM00168,location:surat,OCCURRED_AT,1.0
claimant:CLT0038,claim:CLM00169,FILED,1.0
claim:CLM00169,policy:POL0025,COVERED_BY,1.0
claim:CLM00169,vehicle:VEH0121,ASSOCIATED_WITH,1.0
claim:CLM00169,provider:PRV005,INVOLVES,1.0
claim:CLM00169,invoice:INV00190,HAS,1.0
claim:CLM00169,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0084,claim:CLM00170,FILED,1.0
claim:CLM00170,policy:POL0023,COVERED_BY,1.0
claim:CLM00170,vehicle:VEH0057,ASSOCIATED_WITH,1.0
claim:CLM00170,provider:PRV012,INVOLVES,1.0
claim:CLM00170,invoice:INV00058,HAS,1.0
claim:CLM00170,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0034,claim:CLM00171,FILED,1.0
claim:CLM00171,policy:POL0076,COVERED_BY,1.0
claim:CLM00171,vehicle:VEH0119,ASSOCIATED_WITH,1.0
claim:CLM00171,provider:PRV004,INVOLVES,1.0
claim:CLM00171,invoice:INV00121,HAS,1.0
claim:CLM00171,location:pune,OCCURRED_AT,1.0
claimant:CLT0061,claim:CLM00172,FILED,1.0
claim:CLM00172,policy:POL0050,COVERED_BY,1.0
claim:CLM00172,vehicle:VEH0129,ASSOCIATED_WITH,1.0
claim:CLM00172,provider:PRV004,INVOLVES,1.0
claim:CLM00172,invoice:INV00175,HAS,1.0
claim:CLM00172,location:pune,OCCURRED_AT,1.0
claimant:CLT0018,claim:CLM00173,FILED,1.0
claim:CLM00173,policy:POL0052,COVERED_BY,1.0
claim:CLM00173,vehicle:VEH0088,ASSOCIATED_WITH,1.0
claim:CLM00173,provider:PRV014,INVOLVES,1.0
claim:CLM00173,invoice:INV00146,HAS,1.0
claim:CLM00173,location:pune,OCCURRED_AT,1.0
claimant:CLT0111,claim:CLM00174,FILED,1.0
claim:CLM00174,policy:POL0047,COVERED_BY,1.0
claim:CLM00174,vehicle:VEH0021,ASSOCIATED_WITH,1.0
claim:CLM00174,provider:PRV016,INVOLVES,1.0
claim:CLM00174,invoice:INV00086,HAS,1.0
claim:CLM00174,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0058,claim:CLM00175,FILED,1.0
claim:CLM00175,policy:POL0071,COVERED_BY,1.0
claim:CLM00175,vehicle:VEH0054,ASSOCIATED_WITH,1.0
claim:CLM00175,provider:PRV025,INVOLVES,1.0
claim:CLM00175,invoice:INV00199,HAS,1.0
claim:CLM00175,location:pune,OCCURRED_AT,1.0
claimant:CLT0017,claim:CLM00176,FILED,1.0
claim:CLM00176,policy:POL0112,COVERED_BY,1.0
claim:CLM00176,vehicle:VEH0110,ASSOCIATED_WITH,1.0
claim:CLM00176,provider:PRV013,INVOLVES,1.0
claim:CLM00176,invoice:INV00110,HAS,1.0
claim:CLM00176,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0094,claim:CLM00177,FILED,1.0
claim:CLM00177,policy:POL0096,COVERED_BY,1.0
claim:CLM00177,vehicle:VEH0004,ASSOCIATED_WITH,1.0
claim:CLM00177,provider:PRV011,INVOLVES,1.0
claim:CLM00177,invoice:INV00194,HAS,1.0
claim:CLM00177,location:pune,OCCURRED_AT,1.0
claimant:CLT0029,claim:CLM00178,FILED,1.0
claim:CLM00178,policy:POL0089,COVERED_BY,1.0
claim:CLM00178,vehicle:VEH0080,ASSOCIATED_WITH,1.0
claim:CLM00178,provider:PRV005,INVOLVES,1.0
claim:CLM00178,invoice:INV00027,HAS,1.0
claim:CLM00178,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0106,claim:CLM00179,FILED,1.0
claim:CLM00179,policy:POL0012,COVERED_BY,1.0
claim:CLM00179,vehicle:VEH0077,ASSOCIATED_WITH,1.0
claim:CLM00179,provider:PRV010,INVOLVES,1.0
claim:CLM00179,invoice:INV00117,HAS,1.0
claim:CLM00179,location:delhi,OCCURRED_AT,1.0
claimant:CLT0114,claim:CLM00180,FILED,1.0
claim:CLM00180,policy:POL0035,COVERED_BY,1.0
claim:CLM00180,vehicle:VEH0088,ASSOCIATED_WITH,1.0
claim:CLM00180,provider:PRV016,INVOLVES,1.0
claim:CLM00180,invoice:INV00092,HAS,1.0
claim:CLM00180,location:delhi,OCCURRED_AT,1.0
claimant:CLT0030,claim:CLM00181,FILED,1.0
claim:CLM00181,policy:POL0058,COVERED_BY,1.0
claim:CLM00181,vehicle:VEH0034,ASSOCIATED_WITH,1.0
claim:CLM00181,provider:PRV007,INVOLVES,1.0
claim:CLM00181,invoice:INV00188,HAS,1.0
claim:CLM00181,location:pune,OCCURRED_AT,1.0
claimant:CLT0092,claim:CLM00182,FILED,1.0
claim:CLM00182,policy:POL0010,COVERED_BY,1.0
claim:CLM00182,vehicle:VEH0097,ASSOCIATED_WITH,1.0
claim:CLM00182,provider:PRV021,INVOLVES,1.0
claim:CLM00182,invoice:INV00066,HAS,1.0
claim:CLM00182,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0085,claim:CLM00183,FILED,1.0
claim:CLM00183,policy:POL0028,COVERED_BY,1.0
claim:CLM00183,vehicle:VEH0006,ASSOCIATED_WITH,1.0
claim:CLM00183,provider:PRV002,INVOLVES,1.0
claim:CLM00183,invoice:INV00177,HAS,1.0
claim:CLM00183,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0061,claim:CLM00184,FILED,1.0
claim:CLM00184,policy:POL0040,COVERED_BY,1.0
claim:CLM00184,vehicle:VEH0053,ASSOCIATED_WITH,1.0
claim:CLM00184,provider:PRV023,INVOLVES,1.0
claim:CLM00184,invoice:INV00176,HAS,1.0
claim:CLM00184,location:pune,OCCURRED_AT,1.0
claimant:CLT0080,claim:CLM00185,FILED,1.0
claim:CLM00185,policy:POL0036,COVERED_BY,1.0
claim:CLM00185,vehicle:VEH0108,ASSOCIATED_WITH,1.0
claim:CLM00185,provider:PRV004,INVOLVES,1.0
claim:CLM00185,invoice:INV00131,HAS,1.0
claim:CLM00185,location:delhi,OCCURRED_AT,1.0
claimant:CLT0078,claim:CLM00186,FILED,1.0
claim:CLM00186,policy:POL0052,COVERED_BY,1.0
claim:CLM00186,vehicle:VEH0068,ASSOCIATED_WITH,1.0
claim:CLM00186,provider:PRV017,INVOLVES,1.0
claim:CLM00186,invoice:INV00052,HAS,1.0
claim:CLM00186,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0071,claim:CLM00187,FILED,1.0
claim:CLM00187,policy:POL0128,COVERED_BY,1.0
claim:CLM00187,vehicle:VEH0054,ASSOCIATED_WITH,1.0
claim:CLM00187,provider:PRV023,INVOLVES,1.0
claim:CLM00187,invoice:INV00124,HAS,1.0
claim:CLM00187,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0020,claim:CLM00188,FILED,1.0
claim:CLM00188,policy:POL0024,COVERED_BY,1.0
claim:CLM00188,vehicle:VEH0020,ASSOCIATED_WITH,1.0
claim:CLM00188,provider:PRV024,INVOLVES,1.0
claim:CLM00188,invoice:INV00186,HAS,1.0
claim:CLM00188,location:surat,OCCURRED_AT,1.0
claimant:CLT0038,claim:CLM00189,FILED,1.0
claim:CLM00189,policy:POL0068,COVERED_BY,1.0
claim:CLM00189,vehicle:VEH0119,ASSOCIATED_WITH,1.0
claim:CLM00189,provider:PRV002,INVOLVES,1.0
claim:CLM00189,invoice:INV00026,HAS,1.0
claim:CLM00189,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0103,claim:CLM00190,FILED,1.0
claim:CLM00190,policy:POL0081,COVERED_BY,1.0
claim:CLM00190,vehicle:VEH0110,ASSOCIATED_WITH,1.0
claim:CLM00190,provider:PRV024,INVOLVES,1.0
claim:CLM00190,invoice:INV00030,HAS,1.0
claim:CLM00190,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0110,claim:CLM00191,FILED,1.0
claim:CLM00191,policy:POL0036,COVERED_BY,1.0
claim:CLM00191,vehicle:VEH0044,ASSOCIATED_WITH,1.0
claim:CLM00191,provider:PRV011,INVOLVES,1.0
claim:CLM00191,invoice:INV00092,HAS,1.0
claim:CLM00191,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0048,claim:CLM00192,FILED,1.0
claim:CLM00192,policy:POL0088,COVERED_BY,1.0
claim:CLM00192,vehicle:VEH0047,ASSOCIATED_WITH,1.0
claim:CLM00192,provider:PRV004,INVOLVES,1.0
claim:CLM00192,invoice:INV00103,HAS,1.0
claim:CLM00192,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0103,claim:CLM00193,FILED,1.0
claim:CLM00193,policy:POL0108,COVERED_BY,1.0
claim:CLM00193,vehicle:VEH0043,ASSOCIATED_WITH,1.0
claim:CLM00193,provider:PRV004,INVOLVES,1.0
claim:CLM00193,invoice:INV00034,HAS,1.0
claim:CLM00193,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0054,claim:CLM00194,FILED,1.0
claim:CLM00194,policy:POL0124,COVERED_BY,1.0
claim:CLM00194,vehicle:VEH0113,ASSOCIATED_WITH,1.0
claim:CLM00194,provider:PRV006,INVOLVES,1.0
claim:CLM00194,invoice:INV00157,HAS,1.0
claim:CLM00194,location:surat,OCCURRED_AT,1.0
claimant:CLT0062,claim:CLM00195,FILED,1.0
claim:CLM00195,policy:POL0125,COVERED_BY,1.0
claim:CLM00195,vehicle:VEH0029,ASSOCIATED_WITH,1.0
claim:CLM00195,provider:PRV014,INVOLVES,1.0
claim:CLM00195,invoice:INV00113,HAS,1.0
claim:CLM00195,location:surat,OCCURRED_AT,1.0
claimant:CLT0091,claim:CLM00196,FILED,1.0
claim:CLM00196,policy:POL0135,COVERED_BY,1.0
claim:CLM00196,vehicle:VEH0058,ASSOCIATED_WITH,1.0
claim:CLM00196,provider:PRV022,INVOLVES,1.0
claim:CLM00196,invoice:INV00087,HAS,1.0
claim:CLM00196,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0056,claim:CLM00197,FILED,1.0
claim:CLM00197,policy:POL0064,COVERED_BY,1.0
claim:CLM00197,vehicle:VEH0124,ASSOCIATED_WITH,1.0
claim:CLM00197,provider:PRV012,INVOLVES,1.0
claim:CLM00197,invoice:INV00170,HAS,1.0
claim:CLM00197,location:ahmedabad,OCCURRED_AT,1.0
claimant:CLT0002,claim:CLM00198,FILED,1.0
claim:CLM00198,policy:POL0041,COVERED_BY,1.0
claim:CLM00198,vehicle:VEH0130,ASSOCIATED_WITH,1.0
claim:CLM00198,provider:PRV016,INVOLVES,1.0
claim:CLM00198,invoice:INV00219,HAS,1.0
claim:CLM00198,location:pune,OCCURRED_AT,1.0
claimant:CLT0043,claim:CLM00199,FILED,1.0
claim:CLM00199,policy:POL0072,COVERED_BY,1.0
claim:CLM00199,vehicle:VEH0013,ASSOCIATED_WITH,1.0
claim:CLM00199,provider:PRV017,INVOLVES,1.0
claim:CLM00199,invoice:INV00058,HAS,1.0
claim:CLM00199,location:delhi,OCCURRED_AT,1.0
claimant:CLT0059,claim:CLM00200,FILED,1.0
claim:CLM00200,policy:POL0114,COVERED_BY,1.0
claim:CLM00200,vehicle:VEH0115,ASSOCIATED_WITH,1.0
claim:CLM00200,provider:PRV003,INVOLVES,1.0
claim:CLM00200,invoice:INV00220,HAS,1.0
claim:CLM00200,location:mumbai,OCCURRED_AT,1.0
claimant:CLT0014,claim:CLM00201,FILED,1.0
claim:CLM00201,policy:POL0104,COVERED_BY,1.0
claim:CLM00201,vehicle:VEH0106,ASSOCIATED_WITH,1.0
claim:CLM00201,provider:PRV002,INVOLVES,1.0
claim:CLM00201,invoice:INV00143,HAS,1.0
claim:CLM00201,location:pune,OCCURRED_AT,1.0
claimant:CLT0114,claim:CLM00202,FILED,1.0
claim:CLM00202,policy:POL0131,COVERED_BY,1.0
claim:CLM00202,vehicle:VEH0053,ASSOCIATED_WITH,1.0
claim:CLM00202,provider:PRV021,INVOLVES,1.0
claim:CLM00202,invoice:INV00172,HAS,1.0
claim:CLM00202,location:delhi,OCCURRED_AT,1.0
