claim_id,claim_date,claim_amount,claim_age_days,days_since_policy_start,amount_to_premium_ratio,invoice_to_claim_ratio,claimant_claim_frequency,provider_claim_volume,vehicle_age,claimant_age,provider_rating,duplicate_similarity_score,duplicate_flag,claim_type,policy_type,vehicle_type,vehicle_make,provider_type,claimant_city,fraud_label,dup_similarity_score,dup_type,dup_flag,anomaly_score,anomaly_flag,isolation_forest_score,lof_score,ocsvm_score,claim_degree,claimant_degree,policy_degree,vehicle_degree,provider_degree,invoice_degree,location_degree,claim_pagerank,claimant_pagerank,provider_pagerank,claim_betweenness,claimant_betweenness,provider_betweenness,claim_clustering,claimant_clustering,common_neighbors,provider_claim_count,claimant_claim_count,repeated_claimant_provider,fraud_neighbor_count,fraud_neighbor_ratio,suspicious_neighbor_count
CLM00200,2026-05-08,122196,122,266,2.9318,0.9649,1,6,3.0,36.0,3.5,0.4448,1,Natural Disaster,Comprehensive,SUV,Hyundai,Surveyor,Mumbai,0,0.4448,SIMILAR,1,0.3106,0,0.3106,0.1542,0.5136,6,6,6,4,20,3,123,0.001141,0.00145108,0.00344607,0.00388363,0.00259756,0.01678725,0.06666667,0.06666667,1,14,1,0,0,0.0,0
CLM00201,2026-05-21,5044,109,279,0.13,3.4746,3,8,2.0,57.0,3.9,0.4265,1,Glass Damage,Third Party,MUV,Hyundai,Dealer,Pune,0,0.4265,SIMILAR,1,0.4387,0,0.4387,0.2241,0.6325,6,11,4,2,27,5,111,0.00110095,0.00185403,0.0049563,0.00293344,0.00395972,0.04573758,0.06666667,0.09090909,1,16,5,0,1,0.25,2
CLM00202,2026-04-27,94352,133,285,4.5537,1.481,1,5,3.0,46.0,4.6,0.5498,1,Accident,Third Party,Hatchback,Honda,Garage,Delhi,0,0.5498,POSSIBLE_DUPLICATE,1,0.0981,0,0.0981,0.0447,0.3414,6,5,7,9,24,3,110,0.00107701,0.00092127,0.00463026,0.00478675,0.00025782,0.03104914,0.06666667,0.3,1,9,3,0,1,0.5,2
CLM00203,2026-06-08,162273,91,212,4.5381,0.6889,2,9,7.0,44.0,4.4,0.4553,1,Fire,Comprehensive,Sedan,Honda,Dealer,Surat,0,0.4553,SIMILAR,1,0.3171,0,0.3171,0.0993,0.3448,6,7,4,4,24,4,91,0.00109555,0.0013006,0.0042378,0.0013666,0.00092681,0.0263219,0.06666667,0.14285714,1,14,3,0,0,0.0,2
CLM00204,2026-04-01,222549,159,343,2.8295,0.7235,1,3,4.0,63.0,3.3,0.4106,1,Fire,Third Party,Hatchback,Tata,Surveyor,Pune,0,0.4106,SIMILAR,1,0.3492,0,0.3492,0.1959,0.6505,6,4,5,4,16,6,111,0.00111771,0.00092693,0.00294923,0.0023883,0.00126673,0.01383975,0.06666667,0.16666667,1,9,1,0,0,0.0,0
CLM00205,2026-02-05,220440,214,127,2.4775,0.7684,1,4,4.0,58.0,3.3,0.4693,1,Natural Disaster,Third Party,SUV,Honda,Garage,Delhi,0,0.4693,SIMILAR,1,0.2074,0,0.2074,0.071,0.5748,6,8,6,5,25,3,110,0.00105518,0.00138458,0.00402168,0.00222476,0.00105367,0.02103591,0.06666667,0.17857143,1,16,5,0,0,0.0,4
CLM00206,2026-04-11,61515,149,375,1.2205,0.6109,1,8,3.0,70.0,4.3,0.4884,1,Theft,Zero Dep,SUV,Honda,Garage,Ahmedabad,0,0.4884,SIMILAR,1,0.1858,0,0.1858,0.0937,0.547,6,4,3,3,21,5,90,0.00108951,0.00075684,0.00347891,0.00195862,3.185e-05,0.01346489,0.06666667,0.5,1,16,3,0,0,0.0,2
CLM00207,2026-06-22,159353,77,484,2.7367,0.9458,5,7,4.0,57.0,4.6,0.5508,1,Natural Disaster,Comprehensive,SUV,Honda,Garage,Pune,1,0.5508,SIMILAR,1,0.4322,0,0.4322,0.2042,0.6661,6,11,2,5,24,2,111,0.00115744,0.00185403,0.00463026,0.00823719,0.00395972,0.03104914,0.06666667,0.09090909,1,9,5,0,0,0.0,3
CLM00208,2026-08-03,158385,35,126,3.9122,0.5123,3,13,1.0,45.0,4.4,0.4724,1,Glass Damage,Zero Dep,SUV,Honda,Dealer,Ahmedabad,0,0.4724,SIMILAR,1,0.2027,0,0.2027,0.0602,0.502,6,7,4,4,24,3,90,0.00110273,0.00130467,0.0042378,0.00301731,0.00109231,0.0263219,0.06666667,0.14285714,2,14,3,1,0,0.0,1
CLM00209,2026-06-18,162429,81,177,5.2624,0.3783,1,12,1.0,25.0,4.3,0.449,1,Fire,Third Party,SUV,Honda,Garage,Pune,0,0.449,SIMILAR,1,0.2855,0,0.2855,0.1305,0.6512,6,4,8,4,21,3,111,0.00108606,0.00080827,0.00347891,0.00137007,0.0005635,0.01346489,0.06666667,0.16666667,1,16,1,0,0,0.0,0
CLM00210,2026-09-06,82115,1,406,1.4893,1.9608,4,25,2.0,48.0,4.3,0.4745,1,Theft,Comprehensive,MUV,Honda,Dealer,Surat,0,0.4745,POSSIBLE_DUPLICATE,1,0.6296,1,0.6296,0.4431,0.8397,6,9,8,5,34,6,91,0.00105648,0.00169298,0.00593772,0.00188477,0.00218606,0.03362692,0.13333333,0.11111111,2,25,4,0,0,0.0,2
CLM00211,2026-08-09,87289,29,204,1.3436,0.2037,5,11,6.0,27.0,4.8,0.5703,1,Glass Damage,Zero Dep,SUV,Hyundai,Dealer,Mumbai,0,0.5703,SIMILAR,1,0.4636,0,0.4636,0.1288,0.7571,6,10,3,8,22,5,123,0.00106514,0.00172342,0.00397522,0.00271796,0.00136647,0.02019259,0.06666667,0.15555556,2,13,6,1,1,0.2,2
CLM00212,2026-08-24,181258,14,164,3.5155,0.9542,3,15,5.0,68.0,4.4,0.5376,1,Theft,Comprehensive,Hatchback,Hyundai,Dealer,Delhi,1,0.5376,SIMILAR,1,0.1194,0,0.1194,0.056,0.3286,6,5,3,3,27,4,110,0.00112326,0.00092228,0.00481519,0.00347258,5.095e-05,0.03207056,0.06666667,0.4,2,16,4,1,1,0.333333,2
CLM00213,2026-05-30,154589,100,71,7.1602,1.1641,4,8,2.0,29.0,4.4,0.5075,1,Natural Disaster,Comprehensive,Sedan,Maruti,Dealer,Mumbai,0,0.5075,SIMILAR,1,0.2861,0,0.2861,0.0918,0.4776,6,6,3,4,24,2,123,0.00113744,0.00108376,0.0042378,0.00450478,0.00014474,0.0263219,0.06666667,0.33333333,1,14,5,0,1,0.25,3
CLM00214,2026-01-07,104842,243,0,1.4051,0.9205,1,1,3.0,47.0,3.4,0.4371,1,Theft,Comprehensive,Hatchback,Tata,Surveyor,Surat,1,0.4371,SIMILAR,1,0.217,0,0.217,0.0671,0.6151,6,6,3,6,26,6,91,0.00109588,0.00108941,0.00486327,0.00443745,0.00071532,0.03336735,0.06666667,0.2,1,11,3,0,0,0.0,2
CLM00215,2026-02-07,225038,212,389,3.5057,0.5053,1,1,5.0,38.0,4.4,0.5363,1,Theft,Third Party,MUV,Maruti,Dealer,Pune,1,0.5363,SIMILAR,1,0.0778,0,0.0778,0.0606,0.2065,6,7,3,5,27,4,111,0.00109161,0.0013003,0.00481519,0.00423755,0.00264921,0.03207056,0.06666667,0.14285714,1,16,3,0,0,0.0,2
CLM00216,2026-07-09,152294,60,197,8.1081,0.5878,3,9,7.0,28.0,3.3,0.4025,1,Glass Damage,Comprehensive,Hatchback,Maruti,Surveyor,Pune,0,0.4025,SIMILAR,1,0.1696,0,0.1696,0.1,0.4582,6,5,4,4,22,4,111,0.00110116,0.00089891,0.00424323,0.00276647,0.00023806,0.03031276,0.06666667,0.3,1,11,3,0,1,0.5,2
CLM00217,2026-01-13,247872,237,181,11.9629,0.2012,1,1,5.0,45.0,4.8,0.4595,0,Natural Disaster,Third Party,MUV,Maruti,Dealer,Surat,0,0.4595,NO_MATCH,0,1.0,1,1.0,0.6374,1.0,6,10,7,5,22,2,91,0.00111283,0.0018902,0.00397522,0.00265426,0.00525279,0.02019259,0.06666667,0.04444444,1,13,2,0,0,0.0,1
CLM00218,2026-02-21,167676,198,191,3.1969,0.6782,1,4,3.0,46.0,4.6,0.4412,1,Natural Disaster,Zero Dep,Hatchback,Tata,Hospital,Mumbai,0,0.4412,SIMILAR,1,0.1902,0,0.1902,0.0658,0.5592,6,6,3,6,21,4,123,0.00111557,0.00122046,0.00386897,0.00222622,0.00132482,0.01812876,0.06666667,0.2,1,11,3,0,1,0.5,2
CLM00219,2026-09-04,55724,3,527,0.6219,2.5215,4,12,8.0,53.0,3.2,0.4195,0,Theft,Third Party,SUV,Maruti,Hospital,Surat,0,0.4195,NO_MATCH,0,0.4608,0,0.4608,0.2246,0.7435,6,8,4,3,20,4,91,0.00111571,0.00156089,0.00353992,0.00166157,0.0017321,0.01600983,0.06666667,0.14285714,1,12,4,0,0,0.0,2
CLM00220,2026-04-20,78167,140,118,2.5325,1.6646,4,4,5.0,62.0,4.3,0.5052,1,Theft,Third Party,Sedan,Tata,Dealer,Surat,0,0.5052,SIMILAR,1,0.5094,0,0.5094,0.3006,0.7057,6,7,8,4,34,2,91,0.00110026,0.00123894,0.00593772,0.00213948,0.00021967,0.03362692,0.13333333,0.28571429,3,25,6,1,1,0.2,3
CLM00221,2026-07-01,45581,68,370,0.5231,1.0179,1,9,2.0,50.0,3.7,0.5083,1,Glass Damage,Zero Dep,Sedan,Tata,Dealer,Ahmedabad,1,0.5083,SIMILAR,1,0.2337,0,0.2337,0.1198,0.3796,6,7,5,8,21,3,90,0.00107111,0.00127851,0.00361305,0.0051471,0.00203615,0.02180532,0.06666667,0.0952381,1,13,2,0,0,0.0,1
CLM00222,2026-04-02,24105,158,327,0.8048,0.7375,2,2,2.0,35.0,3.2,0.446,1,Fire,Third Party,MUV,Tata,Hospital,Mumbai,0,0.446,SIMILAR,1,0.4861,0,0.4861,0.2767,0.8397,6,10,4,2,26,5,123,0.0011417,0.0017409,0.00490412,0.00432739,0.00218976,0.01762278,0.06666667,0.13333333,2,9,6,1,0,0.0,3
CLM00223,2026-04-17,147365,143,0,1.823,0.6594,3,4,3.0,62.0,3.4,0.4896,1,Accident,Comprehensive,Sedan,Honda,Surveyor,Surat,0,0.4896,SIMILAR,1,0.3546,0,0.3546,0.1855,0.8082,6,7,3,3,26,3,91,0.00113346,0.00123894,0.00486327,0.00509544,0.00021967,0.03336735,0.06666667,0.28571429,1,11,6,0,1,0.2,4
CLM00224,2026-03-17,62264,174,210,0.6942,0.8464,1,3,7.0,69.0,3.7,0.4451,1,Glass Damage,Third Party,Sedan,Honda,Dealer,Mumbai,0,0.4451,SIMILAR,1,0.2259,0,0.2259,0.0474,0.634,6,8,4,4,21,5,123,0.00107402,0.00148982,0.00361305,0.00199379,0.00684966,0.02180532,0.06666667,0.14285714,1,13,4,0,0,0.0,3
CLM00225,2026-04-25,68005,135,123,1.0092,2.5433,2,8,4.0,60.0,4.4,0.4409,0,Glass Damage,Third Party,MUV,Maruti,Dealer,Mumbai,0,0.4409,NO_MATCH,0,0.192,0,0.192,0.0621,0.4965,6,6,5,4,27,4,123,0.00109862,0.00120838,0.00481519,0.00204417,0.00131441,0.03207056,0.06666667,0.2,1,16,3,0,0,0.0,0
CLM00226,2026-03-07,146619,184,163,2.0077,0.3253,1,5,8.0,66.0,4.3,0.4413,0,Accident,Third Party,Sedan,Hyundai,Garage,Delhi,0,0.4413,NO_MATCH,0,0.226,0,0.226,0.0853,0.5386,6,4,3,6,21,4,110,0.00108236,0.00075989,0.00347891,0.00208145,0.00025968,0.01346489,0.06666667,0.33333333,1,16,2,0,1,1.0,0
CLM00227,2026-03-17,240479,174,244,11.6061,0.4088,1,7,3.0,33.0,3.5,0.5041,1,Fire,Third Party,SUV,Hyundai,Garage,Ahmedabad,0,0.5041,SIMILAR,1,0.2956,0,0.2956,0.2118,0.6203,6,4,7,4,27,2,90,0.00111831,0.00077156,0.00478573,0.00397989,6.572e-05,0.01906371,0.06666667,0.5,1,14,3,0,2,1.0,1
CLM00228,2026-02-23,180724,196,0,7.2403,0.4854,1,1,2.0,26.0,4.6,0.4296,1,Theft,Comprehensive,Sedan,Tata,Garage,Delhi,0,0.4296,SIMILAR,1,0.6273,1,0.6273,0.2571,0.8396,6,9,4,8,24,3,110,0.00109553,0.0016779,0.00463026,0.00339587,0.00320997,0.03104914,0.06666667,0.08333333,1,9,3,0,0,0.0,2
CLM00229,2026-06-29,235329,70,460,7.4171,0.0379,1,10,3.0,57.0,4.4,0.4357,1,Natural Disaster,Third Party,Hatchback,Honda,Dealer,Pune,0,0.4357,POSSIBLE_DUPLICATE,1,0.643,1,0.643,0.2673,0.8397,6,6,4,9,24,3,111,0.00108085,0.00113689,0.0042378,0.00215464,0.00259942,0.0263219,0.06666667,0.06666667,1,14,1,0,0,0.0,0
CLM00230,2026-03-26,186036,165,261,6.1987,0.5528,1,6,4.0,68.0,4.0,0.4576,1,Glass Damage,Zero Dep,Sedan,Mahindra,Surveyor,Ahmedabad,1,0.4576,POSSIBLE_DUPLICATE,1,0.306,0,0.306,0.099,0.4812,6,6,5,4,22,2,90,0.00113173,0.00113434,0.0040191,0.00398511,0.00212233,0.01691593,0.06666667,0.13333333,1,12,2,0,0,0.0,1
CLM00231,2026-04-26,170207,134,30,3.3236,0.361,3,8,7.0,37.0,3.1,0.4513,1,Fire,Zero Dep,SUV,Hyundai,Garage,Surat,0,0.4513,SIMILAR,1,0.3374,0,0.3374,0.1519,0.6841,6,10,4,4,22,3,91,0.00110463,0.00178976,0.00389565,0.00213344,0.00280799,0.02002791,0.06666667,0.13333333,1,14,6,0,0,0.0,5
CLM00232,2026-06-08,21577,91,329,0.2892,1.734,1,6,2.0,53.0,4.6,0.4291,1,Glass Damage,Comprehensive,Sedan,Tata,Garage,Pune,0,0.4291,SIMILAR,1,0.274,0,0.274,0.1397,0.828,6,7,2,8,24,3,111,0.00112938,0.00124541,0.00463026,0.00495812,0.00085746,0.03104914,0.06666667,0.23809524,1,9,5,0,1,0.25,4
CLM00233,2026-03-16,211278,175,408,3.1988,0.4568,2,2,3.0,58.0,3.4,0.5177,1,Glass Damage,Third Party,Hatchback,Mahindra,Surveyor,Delhi,0,0.5177,SIMILAR,1,0.1857,0,0.1857,0.1103,0.63,6,8,3,2,26,6,110,0.00114531,0.00138458,0.00486327,0.00674272,0.00105367,0.03336735,0.06666667,0.17857143,1,11,5,0,0,0.0,4
CLM00234,2026-06-19,13079,80,438,0.1628,11.38,1,13,8.0,44.0,4.3,0.4705,1,Glass Damage,Third Party,Sedan,Hyundai,Dealer,Pune,0,0.4705,SIMILAR,1,0.7286,1,0.7286,0.5051,0.8396,6,7,3,6,34,3,111,0.00110182,0.00133265,0.00593772,0.00357592,0.00587197,0.03362692,0.06666667,0.14285714,1,25,3,0,0,0.0,2
CLM00235,2026-03-18,182547,173,13,10.3023,0.627,1,2,5.0,43.0,4.6,0.4665,1,Fire,Zero Dep,SUV,Tata,Garage,Pune,0,0.4665,SIMILAR,1,0.4741,0,0.4741,0.2392,0.7112,6,8,2,2,24,3,111,0.0012342,0.0015595,0.00463026,0.00570729,0.00805818,0.03104914,0.06666667,0.14285714,1,9,4,0,0,0.0,2
CLM00236,2026-05-27,161409,103,409,4.6152,0.0923,3,9,3.0,46.0,3.9,0.4214,0,Glass Damage,Comprehensive,Hatchback,Tata,Dealer,Mumbai,0,0.4214,NO_MATCH,0,0.1877,0,0.1877,0.0561,0.3744,6,6,4,2,27,3,123,0.0011694,0.00122046,0.0049563,0.00559746,0.00132482,0.04573758,0.06666667,0.2,1,16,3,0,1,0.5,2
CLM00237,2026-08-20,174327,18,160,3.3811,0.3063,4,14,7.0,57.0,3.1,0.5364,1,Theft,Comprehensive,Hatchback,Mahindra,Surveyor,Mumbai,0,0.5364,SIMILAR,1,0.1644,0,0.1644,0.0482,0.4768,6,8,3,3,21,4,123,0.00115161,0.00158832,0.00368452,0.00190909,0.00180141,0.02344063,0.06666667,0.14285714,2,14,4,1,0,0.0,2
CLM00238,2026-02-16,180892,203,0,2.2926,0.1619,2,4,8.0,62.0,3.1,0.491,1,Accident,Comprehensive,MUV,Mahindra,Surveyor,Surat,0,0.491,SIMILAR,1,0.4212,0,0.4212,0.2367,0.8396,6,7,2,6,21,4,91,0.00110934,0.00123894,0.00368452,0.00274917,0.00021967,0.02344063,0.06666667,0.28571429,1,14,6,0,1,0.2,4
CLM00239,2026-03-06,30743,185,398,0.4655,3.0115,2,4,5.0,39.0,4.4,0.4908,1,Glass Damage,Third Party,Hatchback,Hyundai,Dealer,Delhi,0,0.4908,SIMILAR,1,0.1371,0,0.1371,0.0828,0.2415,6,5,3,3,27,4,110,0.0011096,0.0009108,0.00481519,0.00346619,0.00019569,0.03207056,0.06666667,0.4,1,16,4,0,2,0.666667,3
CLM00240,2026-03-02,31226,189,290,0.7629,5.7439,1,3,1.0,54.0,4.4,0.3968,0,Accident,Zero Dep,SUV,Honda,Dealer,Delhi,0,0.3968,NO_MATCH,0,0.5659,0,0.5659,0.2754,0.7597,6,7,7,4,27,3,110,0.00108249,0.00127664,0.00481519,0.00150385,0.00270956,0.03207056,0.06666667,0.0952381,1,16,2,0,0,0.0,1
CLM00241,2026-06-18,85130,81,498,1.4296,2.0608,3,8,3.0,25.0,3.7,0.5123,1,Theft,Third Party,MUV,Mahindra,Dealer,Delhi,0,0.5123,SIMILAR,1,0.1951,0,0.1951,0.0833,0.4236,6,9,5,4,21,3,110,0.00107927,0.00155271,0.00361305,0.00144717,0.00174495,0.02180532,0.06666667,0.13888889,1,13,5,0,3,0.75,3
CLM00242,2026-03-22,69533,169,30,2.6576,0.2141,2,7,7.0,58.0,3.3,0.5281,1,Natural Disaster,Third Party,MUV,Hyundai,Garage,Ahmedabad,0,0.5281,SIMILAR,1,0.2445,0,0.2445,0.0815,0.5902,6,5,4,6,25,3,90,0.00108399,0.0009595,0.00402168,0.00265851,0.00234182,0.02103591,0.06666667,0.3,2,16,3,1,0,0.0,1
CLM00243,2026-03-26,235132,165,391,6.8099,0.3998,1,6,5.0,66.0,4.4,0.4468,1,Natural Disaster,Comprehensive,Sedan,Mahindra,Dealer,Surat,0,0.4468,SIMILAR,1,0.3441,0,0.3441,0.1061,0.6805,6,3,3,2,27,6,91,0.00117371,0.00062399,0.00481519,0.00278963,4.79e-05,0.03207056,0.06666667,0.66666667,1,16,2,0,1,1.0,1
CLM00244,2026-02-14,174227,205,376,7.0509,0.5539,1,4,4.0,35.0,4.4,0.4542,1,Fire,Third Party,Hatchback,Tata,Dealer,Mumbai,0,0.4542,SIMILAR,1,0.3822,0,0.3822,0.1892,0.4513,6,10,2,2,24,6,123,0.00114488,0.0017409,0.0042378,0.00585446,0.00218976,0.0263219,0.06666667,0.13333333,1,14,6,0,0,0.0,2
CLM00245,2026-08-15,124883,23,351,2.1033,0.7528,2,11,8.0,39.0,3.8,0.4503,1,Glass Damage,Third Party,SUV,Maruti,Dealer,Pune,1,0.4503,SIMILAR,1,0.0783,0,0.0783,0.0412,0.2669,6,6,7,3,15,6,111,0.0010739,0.00116126,0.00258951,0.00176388,0.00085877,0.01284642,0.06666667,0.2,1,11,3,0,0,0.0,2
CLM00246,2026-03-08,147467,183,205,3.8019,0.7971,1,4,7.0,59.0,3.9,0.4629,1,Glass Damage,Third Party,SUV,Maruti,Dealer,Surat,0,0.4629,SIMILAR,1,0.3972,0,0.3972,0.1024,0.4559,6,9,4,4,27,4,91,0.00108479,0.00157895,0.0049563,0.00067391,0.00170683,0.04573758,0.13333333,0.11111111,2,16,4,0,0,0.0,1
CLM00247,2026-08-17,207413,21,108,4.269,0.3428,5,21,3.0,34.0,4.3,0.612,1,Fire,Third Party,SUV,Tata,Dealer,Ahmedabad,0,0.612,SIMILAR,1,0.4473,0,0.4473,0.301,0.8395,6,8,8,3,34,5,90,0.00105879,0.00137948,0.00593772,0.00252688,0.00061904,0.03362692,0.06666667,0.17857143,1,25,5,0,0,0.0,3
CLM00248,2026-05-09,7776,121,323,0.1207,21.9213,3,8,1.0,24.0,4.3,0.366,0,Glass Damage,Zero Dep,SUV,Honda,Dealer,Delhi,0,0.366,NO_MATCH,0,0.881,1,0.881,0.8178,0.9447,6,9,4,5,34,3,110,0.00109172,0.00160484,0.00593772,0.00516855,0.00293495,0.03362692,0.06666667,0.11111111,1,25,4,0,1,0.333333,3
CLM00249,2026-02-15,153467,204,29,2.3622,0.6332,2,2,8.0,38.0,4.0,0.5363,1,Theft,Zero Dep,SUV,Hyundai,Surveyor,Pune,0,0.5363,SIMILAR,1,0.1058,0,0.1058,0.0323,0.4674,6,7,3,6,22,3,111,0.00109573,0.0013003,0.0040191,0.00101093,0.00264921,0.01691593,0.13333333,0.14285714,2,12,3,0,1,0.5,2
CLM00250,2026-03-01,21478,190,343,0.2903,6.9459,1,4,4.0,28.0,3.2,0.3884,1,Theft,Third Party,Hatchback,Tata,Hospital,Pune,0,0.3884,SIMILAR,1,0.3076,0,0.3076,0.1611,0.5422,6,5,2,4,20,3,111,0.00113161,0.00089891,0.00353992,0.00191815,0.00023806,0.01600983,0.06666667,0.3,1,12,3,0,1,0.5,2
CLM00251,2026-08-23,124182,15,376,2.4748,0.6716,2,22,3.0,23.0,4.3,0.4843,1,Accident,Zero Dep,Hatchback,Hyundai,Dealer,Mumbai,0,0.4843,SIMILAR,1,0.3921,0,0.3921,0.2395,0.8397,6,5,3,4,34,4,123,0.00111471,0.00101634,0.00593772,0.00233345,0.00303228,0.03362692,0.06666667,0.2,1,25,2,0,1,1.0,0
CLM00252,2026-05-29,147698,101,20,1.8271,1.0361,4,7,2.0,57.0,4.6,0.5508,1,Natural Disaster,Comprehensive,MUV,Honda,Hospital,Pune,0,0.5508,SIMILAR,1,0.4374,0,0.4374,0.2067,0.8218,6,11,3,5,21,3,111,0.00108999,0.00185403,0.00386897,0.00233462,0.00395972,0.01812876,0.13333333,0.09090909,2,11,5,0,1,0.25,2
CLM00253,2026-05-13,111389,117,103,6.3433,0.6383,2,9,8.0,42.0,4.3,0.4248,0,Fire,Zero Dep,MUV,Mahindra,Dealer,Mumbai,0,0.4248,NO_MATCH,0,0.5458,0,0.5458,0.3253,0.8397,6,5,3,6,34,5,123,0.0010976,0.00095802,0.00593772,0.00396834,0.00066667,0.03362692,0.06666667,0.2,1,25,2,0,0,0.0,1
CLM00254,2026-04-23,48412,137,171,1.4718,1.801,2,5,2.0,43.0,3.4,0.4951,1,Glass Damage,Zero Dep,Sedan,Tata,Surveyor,Delhi,0,0.4951,SIMILAR,1,0.3543,0,0.3543,0.1414,0.7232,6,7,8,8,26,2,110,0.00111604,0.00141313,0.00486327,0.00266535,0.00192196,0.03336735,0.06666667,0.0952381,1,11,2,0,0,0.0,0
CLM00255,2026-06-04,193036,95,34,3.9731,0.273,4,10,7.0,29.0,3.3,0.5091,1,Theft,Third Party,MUV,Tata,Garage,Delhi,0,0.5091,SIMILAR,1,0.233,0,0.233,0.0652,0.5759,6,7,8,5,25,5,110,0.00102635,0.00121731,0.00402168,0.0012869,0.00042981,0.02103591,0.06666667,0.19047619,1,16,4,0,0,0.0,3
CLM00256,2026-05-03,130572,127,170,4.6623,0.6856,3,9,4.0,58.0,3.5,0.4455,1,Theft,Zero Dep,MUV,Maruti,Garage,Ahmedabad,0,0.4455,SIMILAR,1,0.042,0,0.042,0.0285,0.2227,6,5,6,4,27,4,90,0.00108557,0.0009595,0.00478573,0.00160685,0.00234182,0.01906371,0.06666667,0.3,1,14,3,0,0,0.0,2
CLM00257,2026-06-01,270016,98,111,5.0408,0.6148,2,8,4.0,64.0,4.0,0.4297,1,Theft,Comprehensive,SUV,Honda,Dealer,Delhi,1,0.4297,SIMILAR,1,0.6173,1,0.6173,0.1751,0.8396,6,9,4,5,25,2,110,0.00111157,0.00160677,0.00441865,0.00328037,0.00132751,0.01796617,0.06666667,0.13888889,1,13,4,0,0,0.0,2
CLM00258,2026-06-03,152745,96,338,3.0241,0.6102,2,7,5.0,23.0,3.4,0.4796,1,Fire,Third Party,Sedan,Maruti,Surveyor,Ahmedabad,0,0.4796,SIMILAR,1,0.1465,0,0.1465,0.0581,0.4164,6,5,3,6,26,2,90,0.00113841,0.00094222,0.00486327,0.00122059,0.00034508,0.03336735,0.13333333,0.3,2,11,3,0,0,0.0,2
CLM00259,2026-02-26,222674,193,140,3.0746,0.5053,1,4,6.0,29.0,3.5,0.531,1,Theft,Third Party,MUV,Honda,Garage,Delhi,0,0.531,POSSIBLE_DUPLICATE,1,0.1536,0,0.1536,0.0546,0.4146,6,7,4,6,27,4,110,0.00107226,0.00121731,0.00478573,0.00086627,0.00042981,0.01906371,0.13333333,0.19047619,2,14,4,0,0,0.0,3
CLM00260,2026-06-25,94829,74,344,4.5767,1.4817,1,12,2.0,60.0,3.3,0.4688,1,Glass Damage,Third Party,MUV,Honda,Garage,Delhi,0,0.4688,SIMILAR,1,0.1206,0,0.1206,0.0205,0.3589,6,6,7,5,25,4,110,0.00105152,0.00109627,0.00402168,0.00226178,0.00076964,0.02103591,0.06666667,0.2,1,16,3,0,2,1.0,1
CLM00261,2026-01-05,58044,245,214,1.1452,1.6626,1,2,1.0,61.0,4.0,0.492,1,Glass Damage,Third Party,Sedan,Tata,Dealer,Pune,0,0.492,SIMILAR,1,0.1141,0,0.1141,0.0425,0.4771,6,6,5,3,25,6,111,0.00108582,0.00111081,0.00441865,0.00313839,0.00049859,0.01796617,0.06666667,0.26666667,1,13,4,0,0,0.0,2
CLM00262,2026-08-19,166152,19,110,3.4198,0.1728,2,14,7.0,48.0,3.3,0.5672,1,Glass Damage,Third Party,SUV,Mahindra,Garage,Delhi,0,0.5672,SIMILAR,1,0.0871,0,0.0871,0.0303,0.2242,6,7,8,4,25,3,110,0.00106644,0.00129222,0.00402168,0.00307524,0.00086144,0.02103591,0.06666667,0.19047619,1,16,4,0,1,0.333333,2
CLM00263,2026-07-31,5314,38,270,0.1616,5.9185,3,10,5.0,67.0,3.3,0.3769,0,Natural Disaster,Zero Dep,Hatchback,Hyundai,Surveyor,Surat,0,0.3769,NO_MATCH,0,0.4331,0,0.4331,0.2313,0.6772,6,9,8,3,22,3,91,0.00112449,0.00175484,0.00424323,0.00196556,0.00844017,0.03031276,0.13333333,0.13888889,1,11,4,0,0,0.0,1
CLM00264,2026-05-04,211977,126,104,4.1283,0.5008,4,4,7.0,21.0,4.6,0.4344,1,Fire,Zero Dep,MUV,Hyundai,Hospital,Mumbai,0,0.4344,SIMILAR,1,0.6146,1,0.6146,0.2729,0.8396,6,10,4,6,17,4,123,0.00107085,0.00170921,0.00308179,0.00132718,0.00096237,0.01695548,0.13333333,0.15555556,2,7,7,0,1,0.166667,6
CLM00265,2026-03-01,243573,190,0,10.1518,0.459,2,5,4.0,64.0,3.5,0.4704,1,Fire,Comprehensive,Hatchback,Honda,Garage,Mumbai,0,0.4704,SIMILAR,1,0.4799,0,0.4799,0.3105,0.8397,6,5,3,4,27,4,123,0.00111042,0.00096633,0.00478573,0.00197762,0.00074483,0.01906371,0.06666667,0.2,1,14,2,0,0,0.0,1
CLM00266,2026-07-22,6864,47,317,0.1099,19.8344,3,10,2.0,70.0,4.8,0.3878,1,Accident,Third Party,Sedan,Tata,Dealer,Ahmedabad,0,0.3878,SIMILAR,1,0.702,1,0.702,0.6606,0.92,6,4,3,8,22,5,90,0.00108842,0.00075684,0.00397522,0.00224361,3.185e-05,0.02019259,0.06666667,0.5,1,13,3,0,0,0.0,2
CLM00267,2026-01-28,45574,222,169,0.9082,1.1563,1,2,7.0,25.0,3.1,0.4182,0,Glass Damage,Zero Dep,Hatchback,Tata,Garage,Mumbai,0,0.4182,NO_MATCH,0,0.4486,0,0.4486,0.2617,0.8395,6,4,3,3,22,5,123,0.0011187,0.00076967,0.00389565,0.00260495,0.00187795,0.02002791,0.06666667,0.16666667,1,14,1,0,0,0.0,0
