claim_id_1,claim_id_2,similarity_score,duplicate_type,matching_fields,days_diff,amount_similarity,invoice_similarity,vehicle_similarity,claimant_similarity,fraud_1,fraud_2
CLM00095,CLM00307,0.3444,SIMILAR,"vehicle_id, city",89,0.6968,0.0,1.0,0.2359,0,0
CLM00078,CLM00141,0.3441,SIMILAR,"claimant_id, city",197,0.3657,0.0,0.0,1.0,0,0
CLM00030,CLM00226,0.344,SIMILAR,"vehicle_id, claim_type",93,0.5622,0.0,1.0,0.2513,0,0
CLM00188,CLM00317,0.3439,SIMILAR,"claimant_id, city",82,0.3579,0.0,0.0,1.0,0,0
CLM00094,CLM00277,0.3438,SIMILAR,"claimant_id, city",35,0.0369,0.0,0.0,1.0,0,0
CLM00083,CLM00226,0.3437,SIMILAR,"invoice_id, city",37,0.4651,1.0,0.1,0.2359,0,0
CLM00014,CLM00124,0.3435,SIMILAR,"claimant_id, city",166,0.6398,0.0,0.0,1.0,0,0
CLM00115,CLM00171,0.3433,SIMILAR,"policy_id, exact_amount",109,0.9904,0.0,0.1,0.2513,1,0
CLM00172,CLM00184,0.3433,SIMILAR,"claimant_id, city, claim_type",64,0.0517,0.0,0.0,1.0,0,0
CLM00101,CLM00162,0.3432,SIMILAR,"policy_id, city",80,0.5296,0.0,0.1,0.2359,0,0
CLM00112,CLM00320,0.3432,SIMILAR,"policy_id, claim_type",162,0.5796,0.0,0.0,0.2359,0,0
CLM00112,CLM00139,0.3431,SIMILAR,"claimant_id, city",49,0.3755,0.0,0.0,1.0,0,0
CLM00109,CLM00171,0.343,SIMILAR,"claimant_id, city",102,0.6494,0.0,0.0,1.0,0,0
CLM00057,CLM00091,0.3426,SIMILAR,"claimant_id, city",162,0.6462,0.0,0.0,1.0,0,1
CLM00052,CLM00220,0.3416,SIMILAR,"claimant_id, city",48,0.3305,0.0,0.0,1.0,0,0
CLM00092,CLM00115,0.3413,SIMILAR,"vehicle_id, close_date_30d",30,0.085,0.0,1.0,0.2513,0,1
CLM00214,CLM00290,0.341,SIMILAR,"vehicle_id, claim_type",91,0.5574,0.0,1.0,0.2359,1,1
CLM00099,CLM00219,0.3409,SIMILAR,"policy_id, provider_id, claim_type",196,0.2828,0.3,0.0,0.2205,0,0
CLM00073,CLM00226,0.3407,SIMILAR,"claimant_id, city",172,0.6316,0.0,0.0,1.0,1,0
CLM00077,CLM00198,0.3406,SIMILAR,"claimant_id, city",93,0.6305,0.0,0.0,1.0,1,1
CLM00171,CLM00272,0.3402,SIMILAR,"invoice_id, city",224,0.6994,1.0,0.1,0.2359,0,0
CLM00112,CLM00209,0.3401,SIMILAR,vehicle_id,44,0.7484,0.0,1.0,0.2359,0,0
CLM00006,CLM00148,0.3399,SIMILAR,policy_id,44,0.7164,0.0,0.0,0.2513,0,0
CLM00087,CLM00088,0.3394,SIMILAR,"vehicle_id, claim_type",49,0.2568,0.0,1.0,0.2359,0,0
CLM00078,CLM00192,0.3391,SIMILAR,"claimant_id, city",106,0.6159,0.0,0.0,1.0,0,0
CLM00028,CLM00232,0.339,SIMILAR,"claimant_id, city",91,0.1542,0.0,0.1,1.0,1,0
CLM00034,CLM00214,0.3389,SIMILAR,"vehicle_id, claim_type",93,0.501,0.0,1.0,0.2513,1,1
CLM00148,CLM00300,0.3389,SIMILAR,"claimant_id, city",62,0.3181,0.0,0.0,1.0,0,0
CLM00129,CLM00187,0.3389,SIMILAR,"policy_id, exact_amount",65,0.9864,0.0,0.1,0.2359,0,1
CLM00164,CLM00183,0.3388,SIMILAR,policy_id,41,0.6607,0.0,0.0,0.2359,0,0
CLM00017,CLM00128,0.3388,SIMILAR,"policy_id, claim_type",40,0.0307,0.0,0.0,0.2359,0,0
CLM00025,CLM00031,0.3388,SIMILAR,"claimant_id, city",68,0.3084,0.0,0.0,1.0,0,0
CLM00093,CLM00265,0.3386,SIMILAR,"vehicle_id, city",169,0.6382,0.0,1.0,0.2359,0,0
CLM00081,CLM00185,0.3381,SIMILAR,"policy_id, city",163,0.4738,0.0,0.1,0.2359,0,1
CLM00015,CLM00093,0.3381,SIMILAR,"vehicle_id, provider_id",103,0.7985,0.3,1.0,0.2513,0,0
CLM00051,CLM00269,0.3379,SIMILAR,"invoice_id, exact_amount",33,0.9568,1.0,0.0,0.2359,0,0
CLM00068,CLM00081,0.3377,SIMILAR,"vehicle_id, city",61,0.3153,0.0,1.0,0.2359,0,0
CLM00058,CLM00130,0.3377,SIMILAR,"claimant_id, city",58,0.2517,0.0,0.0,1.0,1,0
CLM00117,CLM00161,0.3376,SIMILAR,"claimant_id, city",44,0.1859,0.0,0.0,1.0,0,0
CLM00065,CLM00176,0.3375,SIMILAR,"vehicle_id, city",212,0.6176,0.0,1.0,0.2359,0,0
CLM00112,CLM00154,0.3374,SIMILAR,"policy_id, close_amount_10pct",88,0.9403,0.0,0.1,0.2513,0,0
CLM00029,CLM00109,0.3374,SIMILAR,vehicle_id,85,0.8167,0.0,1.0,0.2359,0,0
CLM00083,CLM00115,0.3372,SIMILAR,"claimant_id, city",94,0.2966,0.0,0.0,1.0,0,1
CLM00136,CLM00202,0.3371,SIMILAR,"vehicle_id, city",62,0.6279,0.0,1.0,0.2359,0,0
CLM00254,CLM00269,0.337,SIMILAR,"policy_id, close_date_30d",30,0.3673,0.0,0.0,0.2359,0,0
CLM00060,CLM00096,0.3369,SIMILAR,vehicle_id,44,0.7067,0.0,1.0,0.2359,1,1
CLM00002,CLM00234,0.3368,SIMILAR,"policy_id, close_date_30d",24,0.0565,0.0,0.1,0.2359,0,0
CLM00001,CLM00045,0.336,SIMILAR,"claimant_id, city",131,0.1251,0.0,0.1,1.0,1,0
CLM00154,CLM00320,0.336,SIMILAR,"policy_id, city",74,0.6164,0.0,0.0,0.2359,0,0
CLM00051,CLM00074,0.336,SIMILAR,vehicle_id,58,0.7888,0.0,1.0,0.2205,0,0
CLM00180,CLM00202,0.3357,SIMILAR,"claimant_id, city",76,0.5765,0.0,0.0,1.0,1,0
CLM00163,CLM00254,0.3357,SIMILAR,"vehicle_id, provider_id, claim_type",135,0.2142,0.3,1.0,0.2359,0,0
CLM00015,CLM00265,0.3356,SIMILAR,vehicle_id,66,0.7993,0.0,1.0,0.2359,0,0
CLM00127,CLM00220,0.3354,SIMILAR,"policy_id, exact_amount",67,0.9509,0.0,0.1,0.2359,1,0
CLM00022,CLM00205,0.3354,SIMILAR,"claimant_id, city",182,0.1185,0.0,0.1,1.0,0,0
CLM00221,CLM00297,0.3353,SIMILAR,"policy_id, claim_type",150,0.4697,0.0,0.0,0.2513,1,0
CLM00210,CLM00317,0.335,SIMILAR,"invoice_id, close_amount_10pct, city",141,0.9474,1.0,0.1,0.2359,0,0
CLM00034,CLM00218,0.3349,SIMILAR,vehicle_id,48,0.8013,0.0,1.0,0.2359,1,0
CLM00019,CLM00137,0.3348,SIMILAR,"claimant_id, city",129,0.5624,0.0,0.0,1.0,1,0
CLM00069,CLM00142,0.3348,SIMILAR,"policy_id, exact_amount",159,0.9507,0.0,0.1,0.2359,0,1
CLM00026,CLM00116,0.3347,SIMILAR,"vehicle_id, claim_type",146,0.4903,0.0,1.0,0.2359,0,0
CLM00060,CLM00122,0.3343,SIMILAR,"policy_id, close_amount_10pct",54,0.9151,0.0,0.0,0.2513,1,0
CLM00007,CLM00269,0.3343,SIMILAR,invoice_id,37,0.8663,1.0,0.1,0.2359,0,0
CLM00245,CLM00268,0.334,SIMILAR,"policy_id, city",70,0.6185,0.0,0.0,0.2205,1,0
CLM00011,CLM00184,0.334,SIMILAR,"vehicle_id, close_date_30d",20,0.0833,0.0,1.0,0.2359,0,0
CLM00149,CLM00217,0.3338,SIMILAR,"vehicle_id, claim_type",212,0.4547,0.0,1.0,0.2513,0,0
CLM00155,CLM00167,0.3334,SIMILAR,"invoice_id, close_date_30d",17,0.5059,1.0,0.0,0.2359,1,0
CLM00210,CLM00305,0.3333,SIMILAR,"policy_id, claim_type",216,0.48,0.0,0.0,0.2359,0,0
CLM00056,CLM00304,0.3333,SIMILAR,vehicle_id,78,0.7854,0.0,1.0,0.2359,0,1
CLM00034,CLM00174,0.3331,SIMILAR,"claimant_id, city",62,0.2454,0.0,0.0,1.0,1,0
CLM00144,CLM00172,0.3329,SIMILAR,"claimant_id, city",85,0.098,0.0,0.1,1.0,0,0
CLM00039,CLM00123,0.3328,SIMILAR,"vehicle_id, claim_type",138,0.4709,0.0,1.0,0.2359,0,0
CLM00194,CLM00210,0.3323,SIMILAR,"claimant_id, city",151,0.3924,0.0,0.1,1.0,0,0
CLM00018,CLM00059,0.3322,SIMILAR,"vehicle_id, claim_type",67,0.4702,0.0,1.0,0.2359,1,0
CLM00107,CLM00260,0.3321,SIMILAR,"vehicle_id, claim_type",135,0.4376,0.0,1.0,0.2513,0,0
CLM00075,CLM00316,0.3319,SIMILAR,"claimant_id, city",121,0.5434,0.0,0.0,1.0,0,1
CLM00203,CLM00265,0.3319,SIMILAR,"invoice_id, claim_type",99,0.6662,1.0,0.0,0.2359,0,0
CLM00010,CLM00076,0.3316,SIMILAR,"vehicle_id, city",74,0.2643,0.0,1.0,0.2359,1,0
CLM00024,CLM00066,0.3316,SIMILAR,"claimant_id, city",187,0.3863,0.0,0.1,1.0,0,0
CLM00106,CLM00241,0.3314,SIMILAR,"vehicle_id, claim_type",64,0.4305,0.0,1.0,0.2513,0,0
CLM00178,CLM00289,0.3314,SIMILAR,"policy_id, close_amount_10pct",54,0.9117,0.0,0.0,0.2359,0,0
CLM00146,CLM00231,0.3312,SIMILAR,vehicle_id,119,0.7593,0.0,1.0,0.2359,1,0
CLM00106,CLM00207,0.3311,SIMILAR,"claimant_id, city",68,0.23,0.0,0.0,1.0,0,1
CLM00067,CLM00103,0.3311,SIMILAR,vehicle_id,38,0.5133,0.0,1.0,0.2359,0,0
CLM00124,CLM00257,0.331,SIMILAR,"claimant_id, city",65,0.5295,0.0,0.0,1.0,0,1
CLM00054,CLM00302,0.331,SIMILAR,"vehicle_id, city",136,0.5323,0.0,1.0,0.2513,1,0
CLM00174,CLM00288,0.331,SIMILAR,policy_id,31,0.2224,0.0,0.1,0.2205,0,1
CLM00059,CLM00174,0.331,SIMILAR,"claimant_id, provider_id, city",112,0.2348,0.3,0.0,1.0,0,0
CLM00113,CLM00316,0.331,SIMILAR,"claimant_id, city",55,0.1042,0.0,0.0,1.0,0,1
CLM00034,CLM00237,0.3309,SIMILAR,"invoice_id, claim_type",132,0.8331,1.0,0.1,0.2205,1,0
CLM00058,CLM00268,0.3306,SIMILAR,policy_id,31,0.3242,0.0,0.0,0.2359,1,0
CLM00238,CLM00280,0.3306,SIMILAR,"vehicle_id, city",201,0.5741,0.0,1.0,0.2205,0,0
CLM00098,CLM00315,0.3305,SIMILAR,policy_id,85,0.8768,0.0,0.1,0.2513,0,0
CLM00091,CLM00192,0.3303,SIMILAR,"claimant_id, city",95,0.5175,0.0,0.0,1.0,1,0
CLM00150,CLM00220,0.3303,SIMILAR,"policy_id, provider_id",49,0.475,0.3,0.0,0.2359,0,0
CLM00106,CLM00228,0.3302,SIMILAR,"policy_id, claim_type",51,0.2028,0.0,0.0,0.2513,0,0
CLM00081,CLM00290,0.3298,SIMILAR,"claimant_id, city",76,0.3725,0.0,0.1,1.0,0,1
CLM00007,CLM00189,0.3297,SIMILAR,"vehicle_id, provider_id",103,0.4449,0.3,1.0,0.2359,0,0
CLM00184,CLM00202,0.3297,SIMILAR,"vehicle_id, claim_type",45,0.0788,0.0,1.0,0.2359,0,0
CLM00255,CLM00302,0.3297,SIMILAR,vehicle_id,32,0.3445,0.0,1.0,0.2359,0,0
CLM00012,CLM00059,0.3296,SIMILAR,"policy_id, close_amount_10pct",82,0.925,0.0,0.1,0.2205,0,0
CLM00099,CLM00318,0.3295,SIMILAR,"claimant_id, city",142,0.2198,0.0,0.0,1.0,0,1
CLM00181,CLM00245,0.3295,SIMILAR,"invoice_id, city",221,0.7826,1.0,0.0,0.2205,0,1
CLM00192,CLM00258,0.3294,SIMILAR,vehicle_id,51,0.8162,0.0,1.0,0.2359,0,0
CLM00143,CLM00215,0.3291,SIMILAR,"claimant_id, city",96,0.5099,0.0,0.0,1.0,0,1
CLM00263,CLM00276,0.3288,SIMILAR,"claimant_id, city",110,0.0478,0.0,0.1,1.0,0,0
CLM00194,CLM00269,0.3288,SIMILAR,policy_id,45,0.6299,0.0,0.0,0.2513,0,0
CLM00114,CLM00250,0.3287,SIMILAR,"claimant_id, city",55,0.0908,0.0,0.0,1.0,1,0
CLM00054,CLM00058,0.3286,SIMILAR,"policy_id, city",75,0.5245,0.0,0.0,0.2359,1,1
CLM00149,CLM00215,0.3284,SIMILAR,"vehicle_id, city",187,0.5009,0.0,1.0,0.2513,0,1
CLM00135,CLM00240,0.3283,SIMILAR,"invoice_id, close_date_30d",18,0.1902,1.0,0.0,0.2359,0,0
CLM00102,CLM00118,0.3281,SIMILAR,"policy_id, close_amount_10pct",138,0.909,0.0,0.1,0.2205,0,0
CLM00249,CLM00270,0.3278,SIMILAR,"vehicle_id, claim_type",146,0.4251,0.0,1.0,0.2359,0,0
CLM00089,CLM00225,0.3277,SIMILAR,vehicle_id,41,0.2856,0.0,1.0,0.2205,0,0
CLM00110,CLM00318,0.3275,SIMILAR,"claimant_id, city",177,0.1944,0.0,0.0,1.0,0,1
CLM00095,CLM00255,0.3271,SIMILAR,policy_id,51,0.7892,0.0,0.0,0.2359,0,0
CLM00251,CLM00267,0.327,SIMILAR,"policy_id, city",207,0.367,0.0,0.1,0.2359,0,0
CLM00075,CLM00113,0.3267,SIMILAR,"claimant_id, provider_id, city",66,0.1917,0.3,0.0,1.0,0,0
CLM00112,CLM00200,0.3266,SIMILAR,"policy_id, provider_id",85,0.563,0.3,0.1,0.2359,0,0
CLM00128,CLM00258,0.3266,SIMILAR,vehicle_id,82,0.7038,0.0,1.0,0.2359,0,0
CLM00097,CLM00224,0.3266,SIMILAR,"claimant_id, city",149,0.4906,0.0,0.0,1.0,0,0
CLM00148,CLM00247,0.3266,SIMILAR,"policy_id, exact_amount",79,0.9826,0.0,0.0,0.2513,0,0
CLM00102,CLM00274,0.3265,SIMILAR,"claimant_id, city",117,0.0344,0.0,0.1,1.0,0,0
CLM00083,CLM00160,0.3264,SIMILAR,"claimant_id, city",76,0.4887,0.0,0.0,1.0,0,1
CLM00014,CLM00257,0.3264,SIMILAR,"claimant_id, city",101,0.3388,0.0,0.1,1.0,0,1
CLM00200,CLM00320,0.3264,SIMILAR,"policy_id, exact_amount",77,0.9713,0.0,0.0,0.2513,0,0
CLM00214,CLM00218,0.3263,SIMILAR,vehicle_id,45,0.6253,0.0,1.0,0.2359,1,0
CLM00248,CLM00277,0.3263,SIMILAR,"vehicle_id, claim_type",57,0.0349,0.0,1.0,0.2359,0,0
CLM00027,CLM00215,0.3263,SIMILAR,"policy_id, city",180,0.4755,0.0,0.0,0.2513,0,1
CLM00094,CLM00285,0.3262,SIMILAR,"claimant_id, city",169,0.0367,0.0,0.1,1.0,0,0
CLM00035,CLM00141,0.326,SIMILAR,"policy_id, exact_amount",66,0.9822,0.0,0.0,0.2513,0,0
CLM00054,CLM00280,0.3259,SIMILAR,policy_id,197,0.8312,0.0,0.1,0.2513,1,0
CLM00121,CLM00314,0.3258,SIMILAR,"invoice_id, close_date_7d",4,0.1055,1.0,0.0,0.2359,0,0
CLM00018,CLM00121,0.3258,SIMILAR,"claimant_id, city",98,0.4729,0.0,0.0,1.0,1,0
CLM00054,CLM00245,0.3257,SIMILAR,"policy_id, exact_amount",176,0.9995,0.0,0.0,0.2359,1,1
CLM00286,CLM00317,0.3256,SIMILAR,"claimant_id, city",137,0.4845,0.0,0.0,1.0,0,0
CLM00303,CLM00304,0.3256,SIMILAR,"policy_id, provider_id, city",81,0.1942,0.3,0.0,0.2359,0,1
CLM00067,CLM00284,0.3255,SIMILAR,policy_id,37,0.4636,0.0,0.0,0.2205,0,0
CLM00033,CLM00227,0.3254,SIMILAR,"vehicle_id, close_amount_10pct",56,0.9065,0.0,1.0,0.2359,1,0
CLM00097,CLM00207,0.3254,SIMILAR,vehicle_id,52,0.7965,0.0,1.0,0.2359,0,1
CLM00050,CLM00081,0.3251,SIMILAR,"claimant_id, city",160,0.4712,0.0,0.0,1.0,1,0
CLM00164,CLM00197,0.3251,SIMILAR,"vehicle_id, exact_amount",103,0.9988,0.0,1.0,0.2359,0,0
CLM00177,CLM00214,0.3249,SIMILAR,vehicle_id,207,0.727,0.0,1.0,0.2205,0,1
CLM00061,CLM00181,0.3248,SIMILAR,"policy_id, exact_amount",112,0.9605,0.0,0.0,0.2513,0,0
CLM00077,CLM00192,0.3246,SIMILAR,policy_id,69,0.849,0.0,0.1,0.2359,1,0
CLM00276,CLM00283,0.3246,SIMILAR,"claimant_id, city",137,0.4654,0.0,0.0,1.0,0,0
CLM00123,CLM00151,0.3243,SIMILAR,"policy_id, claim_type",62,0.2091,0.0,0.1,0.2513,0,0
CLM00068,CLM00104,0.3242,SIMILAR,"policy_id, claim_type",135,0.3942,0.0,0.0,0.2359,0,0
CLM00224,CLM00318,0.3239,SIMILAR,vehicle_id,117,0.6954,0.0,1.0,0.2359,0,1
CLM00061,CLM00215,0.3238,SIMILAR,vehicle_id,80,0.6811,0.0,1.0,0.2359,0,1
CLM00110,CLM00163,0.3238,SIMILAR,"policy_id, exact_amount",232,0.985,0.0,0.0,0.2359,0,0
CLM00021,CLM00253,0.3236,SIMILAR,"vehicle_id, exact_amount",71,0.9789,0.0,1.0,0.2359,1,0
CLM00163,CLM00229,0.3235,SIMILAR,"policy_id, exact_amount",68,0.9606,0.0,0.0,0.2513,0,0
CLM00088,CLM00152,0.3234,SIMILAR,"vehicle_id, exact_amount",61,0.9866,0.0,1.0,0.2359,0,0
CLM00028,CLM00185,0.3234,SIMILAR,"policy_id, close_amount_10pct",65,0.9464,0.0,0.0,0.2513,1,1
CLM00217,CLM00227,0.3232,SIMILAR,"policy_id, exact_amount",63,0.9702,0.0,0.0,0.2359,0,0
CLM00139,CLM00212,0.3231,SIMILAR,"claimant_id, city",72,0.4496,0.0,0.0,1.0,0,1
CLM00004,CLM00293,0.323,SIMILAR,"invoice_id, claim_type",132,0.6977,1.0,0.1,0.2513,0,0
CLM00070,CLM00199,0.323,SIMILAR,"policy_id, close_amount_10pct",57,0.9074,0.0,0.0,0.2359,1,0
CLM00075,CLM00138,0.3226,SIMILAR,"claimant_id, city",118,0.3004,0.0,0.1,1.0,0,0
CLM00140,CLM00270,0.3226,SIMILAR,"policy_id, city",124,0.4429,0.0,0.0,0.2513,0,0
CLM00263,CLM00287,0.3225,SIMILAR,"policy_id, provider_id, city",85,0.0221,0.3,0.1,0.2359,0,0
CLM00060,CLM00069,0.3224,SIMILAR,"vehicle_id, exact_amount",94,0.9623,0.0,1.0,0.2359,1,0
CLM00136,CLM00256,0.3222,SIMILAR,policy_id,56,0.869,0.0,0.0,0.2359,0,0
CLM00017,CLM00025,0.3222,SIMILAR,"vehicle_id, provider_id",35,0.0453,0.3,1.0,0.2359,0,0
CLM00212,CLM00239,0.3222,SIMILAR,"vehicle_id, provider_id, city",171,0.1696,0.3,1.0,0.2359,1,0
CLM00305,CLM00312,0.3221,SIMILAR,"policy_id, claim_type",133,0.3678,0.0,0.0,0.2359,0,0
CLM00090,CLM00098,0.322,SIMILAR,vehicle_id,169,0.6275,0.0,1.0,0.2513,0,0
CLM00067,CLM00291,0.3219,SIMILAR,"policy_id, city",108,0.4713,0.0,0.0,0.2359,0,0
CLM00055,CLM00167,0.3217,SIMILAR,"policy_id, provider_id",57,0.4443,0.3,0.1,0.2359,0,0
CLM00085,CLM00169,0.3216,SIMILAR,vehicle_id,62,0.6686,0.0,1.0,0.2359,1,0
CLM00053,CLM00154,0.3216,SIMILAR,"vehicle_id, close_amount_10pct",68,0.9284,0.0,1.0,0.2513,0,0
CLM00247,CLM00255,0.3214,SIMILAR,"policy_id, close_amount_10pct",74,0.9307,0.0,0.0,0.2513,0,0
CLM00220,CLM00238,0.3213,SIMILAR,"claimant_id, city",63,0.4321,0.0,0.0,1.0,0,0
CLM00095,CLM00148,0.3211,SIMILAR,policy_id,56,0.8333,0.0,0.0,0.2513,0,0
CLM00022,CLM00233,0.3209,SIMILAR,"claimant_id, city",143,0.1237,0.0,0.0,1.0,0,0
CLM00020,CLM00117,0.3208,SIMILAR,"policy_id, claim_type",189,0.3912,0.0,0.0,0.2205,0,0
CLM00045,CLM00320,0.3208,SIMILAR,"claimant_id, city",106,0.132,0.0,0.0,1.0,0,0
CLM00204,CLM00317,0.3208,SIMILAR,"invoice_id, close_date_30d",17,0.3895,1.0,0.0,0.2359,0,0
CLM00008,CLM00229,0.3205,SIMILAR,"vehicle_id, exact_amount",159,0.9537,0.0,1.0,0.2359,0,0
CLM00054,CLM00255,0.3204,SIMILAR,vehicle_id,104,0.6473,0.0,1.0,0.2359,1,0
CLM00040,CLM00298,0.3203,SIMILAR,"claimant_id, city",119,0.4276,0.0,0.0,1.0,0,0
CLM00188,CLM00219,0.3202,SIMILAR,"invoice_id, city, claim_type",221,0.2301,1.0,0.1,0.2205,0,0
CLM00030,CLM00299,0.32,SIMILAR,vehicle_id,40,0.4832,0.0,1.0,0.2205,0,0
CLM00168,CLM00198,0.3199,SIMILAR,"vehicle_id, exact_amount",83,0.9676,0.0,1.0,0.2205,0,1
CLM00071,CLM00155,0.3199,SIMILAR,"vehicle_id, close_amount_10pct",74,0.9415,0.0,1.0,0.2359,0,1
CLM00080,CLM00200,0.3192,SIMILAR,"policy_id, provider_id",92,0.6042,0.3,0.0,0.2513,1,0
CLM00008,CLM00136,0.3191,SIMILAR,vehicle_id,158,0.6089,0.0,1.0,0.2513,0,0
CLM00087,CLM00308,0.3191,SIMILAR,"vehicle_id, close_amount_10pct",97,0.9028,0.0,1.0,0.2513,0,0
CLM00140,CLM00301,0.3191,SIMILAR,"policy_id, city",153,0.2883,0.0,0.1,0.2359,0,0
CLM00063,CLM00312,0.319,SIMILAR,"invoice_id, city",47,0.6077,1.0,0.0,0.2359,0,0
CLM00095,CLM00232,0.3189,SIMILAR,"claimant_id, city",47,0.0882,0.0,0.0,1.0,0,0
CLM00110,CLM00229,0.3189,SIMILAR,"policy_id, close_amount_10pct",164,0.9462,0.0,0.0,0.2359,0,0
CLM00168,CLM00306,0.3188,SIMILAR,"policy_id, exact_amount",206,0.966,0.0,0.0,0.2205,0,0
CLM00001,CLM00119,0.3187,SIMILAR,vehicle_id,183,0.625,0.0,1.0,0.2359,1,0
CLM00201,CLM00246,0.3187,SIMILAR,"policy_id, provider_id, claim_type",74,0.0342,0.3,0.0,0.2359,0,0
CLM00199,CLM00208,0.3186,SIMILAR,"vehicle_id, close_amount_10pct",74,0.9121,0.0,1.0,0.2513,0,0
CLM00148,CLM00210,0.3184,SIMILAR,"claimant_id, city",99,0.4029,0.0,0.0,1.0,0,0
CLM00018,CLM00090,0.3184,SIMILAR,"vehicle_id, close_amount_10pct",127,0.9325,0.0,1.0,0.2359,1,0
CLM00031,CLM00299,0.3183,SIMILAR,vehicle_id,44,0.2664,0.0,1.0,0.2205,0,0
CLM00187,CLM00236,0.3183,SIMILAR,"claimant_id, city",62,0.4118,0.0,0.0,1.0,1,0
CLM00079,CLM00290,0.3181,SIMILAR,"policy_id, claim_type",87,0.3235,0.0,0.0,0.2359,0,1
CLM00012,CLM00168,0.318,SIMILAR,"policy_id, exact_amount",88,0.9532,0.0,0.0,0.2205,0,0
CLM00043,CLM00063,0.3179,SIMILAR,"vehicle_id, close_amount_10pct",98,0.9171,0.0,1.0,0.2359,0,0
CLM00168,CLM00219,0.3178,SIMILAR,"claimant_id, city",203,0.2473,0.0,0.1,1.0,0,0
CLM00026,CLM00089,0.3176,SIMILAR,"claimant_id, city",119,0.0961,0.0,0.0,1.0,0,0
CLM00050,CLM00105,0.3176,SIMILAR,"claimant_id, city",60,0.3911,0.0,0.0,1.0,1,1
CLM00004,CLM00252,0.3174,SIMILAR,"vehicle_id, close_amount_10pct",94,0.9225,0.0,1.0,0.2359,0,0
CLM00117,CLM00248,0.317,SIMILAR,"policy_id, provider_id",82,0.6572,0.3,0.0,0.2205,0,0
CLM00102,CLM00199,0.3169,SIMILAR,policy_id,89,0.7661,0.0,0.1,0.2359,0,0
CLM00203,CLM00318,0.3169,SIMILAR,vehicle_id,34,0.2668,0.0,1.0,0.2359,0,1
CLM00205,CLM00292,0.3168,SIMILAR,"claimant_id, city",80,0.2366,0.0,0.1,1.0,0,0
CLM00066,CLM00288,0.3167,SIMILAR,"vehicle_id, city",149,0.389,0.0,1.0,0.2513,0,1
CLM00267,CLM00282,0.3166,SIMILAR,"vehicle_id, provider_id",105,0.3134,0.3,1.0,0.2359,0,1
CLM00048,CLM00135,0.3165,SIMILAR,"policy_id, claim_type",193,0.1675,0.0,0.1,0.2359,1,0
CLM00032,CLM00163,0.3162,SIMILAR,"vehicle_id, close_amount_10pct",155,0.905,0.0,1.0,0.2359,0,0
CLM00135,CLM00194,0.3162,SIMILAR,policy_id,55,0.7847,0.0,0.0,0.2359,0,0
CLM00110,CLM00166,0.3161,SIMILAR,vehicle_id,152,0.608,0.0,1.0,0.2359,0,0
CLM00055,CLM00238,0.316,SIMILAR,invoice_id,43,0.5377,1.0,0.1,0.2359,0,0
CLM00125,CLM00301,0.316,SIMILAR,"policy_id, city",138,0.4069,0.0,0.0,0.2359,0,0
CLM00021,CLM00238,0.316,SIMILAR,vehicle_id,157,0.6028,0.0,1.0,0.2359,1,0
CLM00026,CLM00148,0.3159,SIMILAR,"invoice_id, exact_amount",113,0.9921,1.0,0.1,0.2205,0,0
CLM00060,CLM00302,0.3159,SIMILAR,"claimant_id, city",73,0.374,0.0,0.0,1.0,1,0
CLM00025,CLM00188,0.3156,SIMILAR,vehicle_id,205,0.6084,0.0,1.0,0.2359,0,0
CLM00217,CLM00291,0.3155,SIMILAR,"claimant_id, city",81,0.2147,0.0,0.1,1.0,0,0
CLM00304,CLM00320,0.3154,SIMILAR,"claimant_id, city",108,0.3633,0.0,0.0,1.0,1,0
CLM00253,CLM00280,0.3154,SIMILAR,"vehicle_id, close_amount_10pct",115,0.9323,0.0,1.0,0.2205,0,0
CLM00123,CLM00156,0.3152,SIMILAR,"vehicle_id, claim_type",175,0.2992,0.0,1.0,0.2359,0,1
CLM00154,CLM00275,0.3152,SIMILAR,"claimant_id, city",48,0.0708,0.0,0.0,1.0,0,0
CLM00131,CLM00286,0.3151,SIMILAR,"policy_id, close_amount_10pct",132,0.908,0.0,0.0,0.2359,0,0
CLM00044,CLM00182,0.3151,SIMILAR,"policy_id, close_amount_10pct",60,0.9036,0.0,0.0,0.2359,0,0
CLM00031,CLM00230,0.3151,SIMILAR,"policy_id, city",78,0.2443,0.0,0.1,0.2359,0,1
CLM00101,CLM00261,0.3144,SIMILAR,policy_id,131,0.8608,0.0,0.0,0.2513,0,0
CLM00038,CLM00151,0.3144,SIMILAR,policy_id,87,0.8965,0.0,0.0,0.2359,0,0
CLM00131,CLM00183,0.3142,SIMILAR,"policy_id, provider_id",83,0.5799,0.3,0.0,0.2359,0,0
CLM00216,CLM00303,0.314,SIMILAR,vehicle_id,50,0.6471,0.0,1.0,0.2359,0,0
CLM00210,CLM00252,0.3139,SIMILAR,vehicle_id,100,0.556,0.0,1.0,0.2513,0,0
CLM00119,CLM00210,0.3139,SIMILAR,policy_id,40,0.3866,0.0,0.0,0.2359,0,0
CLM00180,CLM00191,0.3138,SIMILAR,invoice_id,36,0.4543,1.0,0.0,0.2513,1,0
CLM00131,CLM00205,0.3137,SIMILAR,policy_id,77,0.8939,0.0,0.0,0.2359,0,0
